"UserName","RuleName","Enabled","Priority","RuleIdentity","StopProcessingRules","CopyToFolder","MoveToFolder","RedirectTo","ForwardTo","ForwardAsAttachmentTo","ApplyCategory","MarkImportance","MarkAsRead","DeleteMessage","SoftDeleteMessage","From","SubjectContainsWords","SubjectOrBodyContainsWords","BodyContainsWords","HasAttachment","Description","InError","ErrorType"
"garciad@bonacu.onmicrosoft.com","发","True","10","14627974164187709441","True",,,,,,"",,"False","True","False","""security@alerts.com"" [SMTP:security@alerts.com]","","","","False","If the message:
	the message was received from 'security@alerts.com'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"jacksone@bonacu.onmicrosoft.com","forward","True","1","2222208661541879809","True",,,,"""Law1234567890@protonmail.com"" [SMTP:Law1234567890@protonmail.com]",,"",,"False","True","False",,"invoice, payment, project, money","","","False","If the message:
	the message includes specific words in the subject 'invoice' or 'payment' or 'project' or 'money'
Take the following actions:
	delete the message
	and forward the message to 'Law1234567890@protonmail.com'
	and stop processing more rules on this message
","False","None"
"jacksone@bonacu.onmicrosoft.com","Mark unsubscribe as spam","True","2","7762798382703181825","True",,"spam",,,,"",,"False","False","False",,"","","unsubscribe","False","If the message:
	the body of the message contains the words 'unsubscribe'
Take the following actions:
	move the message to folder 'spam'
	and stop processing more rules on this message
","False","None"
"jacksone@bonacu.onmicrosoft.com","Remove Newsletters","True","3","7690740788665253889","True",,,,,,"",,"False","True","False",,"Newsletter","","","False","If the message:
	the message includes specific words in the subject 'Newsletter'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"jacksone@bonacu.onmicrosoft.com","Weekly Reports Backup","True","4","7618683194627325953","True",,,,"""Patricia Davis"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=5219bb11dd8540a1b7898cfe7509e028-789afa84-34]",,"",,"False","False","False",,"Weekly Report","","","False","If the message:
	the message includes specific words in the subject 'Weekly Report'
Take the following actions:
	forward the message to 'Patricia Davis'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","Legal Capture","True","1","2736401867046125569","True",,,,"""legalhold@bonacu.onmicrosoft.com"" [SMTP:legalhold@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"NDA, agreement","","","False","If the message:
	the message includes specific words in the subject 'NDA' or 'agreement'
Take the following actions:
	forward the message to 'legalhold@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","Proposal Attachment Handler","True","2","2664344273008197633","True",,,,"""invoices@bonacu.onmicrosoft.com"" [SMTP:invoices@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"proposal, quote, contract","","","True","If the message:
	the message has an attachment
	and the message includes specific words in the subject 'proposal' or 'quote' or 'contract'
Take the following actions:
	forward the message to 'invoices@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1010 - Coffee","True","3","2592286678970269697","True",,"Project Coffee",,,,"",,"False","False","False",,"1010","","","False","If the message:
	the message includes specific words in the subject '1010'
Take the following actions:
	move the message to folder 'Project Coffee'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1009 - Telegram","True","4","2520229084932341761","True",,"Project Telegram",,,,"",,"False","False","False",,"1009","","","False","If the message:
	the message includes specific words in the subject '1009'
Take the following actions:
	move the message to folder 'Project Telegram'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1008 - Sitting","True","5","2448171490894413825","True",,"Project Sitting",,,,"",,"False","False","False",,"1008","","","False","If the message:
	the message includes specific words in the subject '1008'
Take the following actions:
	move the message to folder 'Project Sitting'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1007 - Super Bowl","True","6","2376113896856485889","True",,"Project Super Bowl",,,,"",,"False","False","False",,"1007","","","False","If the message:
	the message includes specific words in the subject '1007'
Take the following actions:
	move the message to folder 'Project Super Bowl'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1006 - Cleaning","True","7","2304056302818557953","True",,"Project Cleaning",,,,"",,"False","False","False",,"1006","","","False","If the message:
	the message includes specific words in the subject '1006'
Take the following actions:
	move the message to folder 'Project Cleaning'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1005 - Sprint","True","8","2231998708780630017","True",,"Project Sprint",,,,"",,"False","False","False",,"1005","","","False","If the message:
	the message includes specific words in the subject '1005'
Take the following actions:
	move the message to folder 'Project Sprint'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1004 - Mouse","True","9","2159941114742702081","True",,"Project Mouse",,,,"",,"False","False","False",,"1004","","","False","If the message:
	the message includes specific words in the subject '1004'
Take the following actions:
	move the message to folder 'Project Mouse'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1003 - Painting","True","10","2087883520704774145","True",,"Project Painting",,,,"",,"False","False","False",,"1003","","","False","If the message:
	the message includes specific words in the subject '1003'
Take the following actions:
	move the message to folder 'Project Painting'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1002 - Stone","True","11","2015825926666846209","True",,"Project Stone",,,,"",,"False","False","False",,"1002","","","False","If the message:
	the message includes specific words in the subject '1002'
Take the following actions:
	move the message to folder 'Project Stone'
	and stop processing more rules on this message
","False","None"
"millerj@bonacu.onmicrosoft.com","1001 - Water","True","12","1943768332628918273","True",,"Project Water",,,,"",,"False","False","False",,"1001","","","False","If the message:
	the message includes specific words in the subject '1001'
Take the following actions:
	move the message to folder 'Project Water'
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Security Alerts","True","1","16461219587992584193","True",,,,,,"Backlog",,"False","False","False",,"Vulnerability, CVE, Security Patch","","","False","If the message:
	the message includes specific words in the subject 'Vulnerability' or 'CVE' or 'Security Patch'
Take the following actions:
	apply the following category: ''Backlog''
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Sprint Notes","True","2","16389161993954656257","True",,"Sprints",,,,"",,"False","False","False",,"Sprint Recap, Sprint Notes, Scrum Update","","","False","If the message:
	the message includes specific words in the subject 'Sprint Recap' or 'Sprint Notes' or 'Scrum Update'
Take the following actions:
	move the message to folder 'Sprints'
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Urgent Bugs","True","3","16317104399916728321","True",,,,,,"",,"False","False","False",,"Critical Bug, P1 Issue, Urgent Fix","","","False","If the message:
	the message includes specific words in the subject 'Critical Bug' or 'P1 Issue' or 'Urgent Fix'
Take the following actions:
	pin the message
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Remove vim questions","True","4","16245046805878800385","True",,,,,,"",,"False","True","False",,"","vim","","False","If the message:
	the message includes specific words in the subject or body 'vim'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Ignore all Recruiters","True","5","16172989211840872449","True",,,,,,"",,"False","True","False",,"Opportunity, Exciting Role, Position Available","","","False","If the message:
	the message includes specific words in the subject 'Opportunity' or 'Exciting Role' or 'Position Available'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","GitHub ","True","6","16100931617802944513","True",,"noreply@github.com",,,,"",,"False","False","False","""noreply@github.com"" [SMTP:noreply@github.com]","","","","False","If the message:
	the message was received from 'noreply@github.com'
Take the following actions:
	move the message to folder 'noreply@github.com'
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Build Failures","True","7","16028874023765016577","True",,,,,,"","High","False","False","False",,"Build Failed, CI Error","","","False","If the message:
	the message includes specific words in the subject 'Build Failed' or 'CI Error'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"williamsj@bonacu.onmicrosoft.com","Jira Updates","True","8","15956816429727088641","True",,"Jira",,,,"",,"False","False","False","""notifications@jira.com"" [SMTP:notifications@jira.com]","","","","False","If the message:
	the message was received from 'notifications@jira.com'
Take the following actions:
	move the message to folder 'Jira'
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Color Code Budget Threads","True","1","15896291617447870465","True",,,,,,"Finance",,"False","False","False",,"Budget, Spend, Invoice","","","False","If the message:
	the message includes specific words in the subject 'Budget' or 'Spend' or 'Invoice'
Take the following actions:
	apply the following category: ''Finance''
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Tag Webinar Signups","True","2","15824234023409942529","True",,,,,,"Webinar Registration",,"False","False","False",,"Webinar Registration","","","False","If the message:
	the message includes specific words in the subject 'Webinar Registration'
Take the following actions:
	apply the following category: ''Webinar Registration''
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Event Registration Alerts","True","3","15752176429372014593","True",,"Events",,,,"",,"False","False","False",,"RSVP, Event Confirmation","","","False","If the message:
	the message includes specific words in the subject 'RSVP' or 'Event Confirmation'
Take the following actions:
	move the message to folder 'Events'
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Auto Delete Sales Pitches","True","4","15680118835334086657","True",,,,,,"",,"False","True","False",,"","Guaranteed Leads, Marketing Boost","","False","If the message:
	the message includes specific words in the subject or body 'Guaranteed Leads' or 'Marketing Boost'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Vendor Quotes","True","5","15608061241296158721","True",,,,,,"","High","False","False","False",,"Quote, Estimate","","","False","If the message:
	the message includes specific words in the subject 'Quote' or 'Estimate'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"jonesk@bonacu.onmicrosoft.com","Tag Campaign Emails","True","6","15536003647258230785","True",,,,,,"Campaign",,"False","False","False",,"","Campaign, Launch","","False","If the message:
	the message includes specific words in the subject or body 'Campaign' or 'Launch'
Take the following actions:
	apply the following category: ''Campaign''
	and stop processing more rules on this message
","False","None"
"ktaylor@bonacu.onmicrosoft.com","Remove spam","True","1","4720801552367878145","True",,"Junk Email",,,,"",,"False","False","False",,"","newsletter, unsubscribe","","False","If the message:
	the message includes specific words in the subject or body 'newsletter' or 'unsubscribe'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"ktaylor@bonacu.onmicrosoft.com","Monthly Financial Archive","True","2","4648743958329950209","True",,,,"""financearchive@bonacu.onmicrosoft.com"" [SMTP:financearchive@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"Q1 Financials, Q2 Financials, Q3 Financials, Q4 Financials","","","False","If the message:
	the message includes specific words in the subject 'Q1 Financials' or 'Q2 Financials' or 'Q3 Financials' or 'Q4 Financials'
Take the following actions:
	forward the message to 'financearchive@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"ktaylor@bonacu.onmicrosoft.com","Call back","True","3","4576686364292022273","True",,,,,,"",,"False","False","False",,"","","","False","If the message:
	the sender requested you to Call
Take the following actions:
	pin the message
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","Urgent high prio","True","1","2093597686929293313","True",,,,,,"","High","False","False","False",,"urgent","","","False","If the message:
	the message includes specific words in the subject 'urgent'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","Shipping and Logistics","True","2","2021540092891365377","True",,"Shipping",,,,"",,"False","False","False",,"","shipping, logistics","","False","If the message:
	the message includes specific words in the subject or body 'shipping' or 'logistics'
Take the following actions:
	move the message to folder 'Shipping'
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","IT Tickets","True","3","1949482498853437441","True",,"IT",,,,"",,"False","False","False",,"","IT Ticket","","False","If the message:
	the message includes specific words in the subject or body 'IT Ticket'
Take the following actions:
	move the message to folder 'IT'
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","pay slip","True","4","5011380485356519425","True",,,"""marydavis@gmail.com"" [SMTP:marydavis@gmail.com]",,,"",,"False","False","False",,"pay slip","","","False","If the message:
	the message includes specific words in the subject 'pay slip'
Take the following actions:
	redirect the message to 'marydavis@gmail.com'
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","Newsletter Redirect	","True","5","4939322891318591489","True",,,"""marydavis@gmail.com"" [SMTP:marydavis@gmail.com]",,,"",,"False","False","False","""news@booking.com"" [SMTP:news@booking.com]","","","","False","If the message:
	the message was received from 'news@booking.com'
Take the following actions:
	redirect the message to 'marydavis@gmail.com'
	and stop processing more rules on this message
","False","None"
"davism@bonacu.onmicrosoft.com","Marketing Campaign Forward","True","6","4867265297280663553","True",,,,"""marketing@bonacu.onmicrosoft.com"" [SMTP:marketing@bonacu.onmicrosoft.com]",,"",,"False","False","False","""info@meta.com"" [SMTP:info@meta.com]","","","","False","If the message:
	the message was received from 'info@meta.com'
Take the following actions:
	forward the message to 'marketing@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","Escalation","True","1","2177846661601034241","True",,,,,,"",,"False","False","False",,"","Escalation, Escalated Issue","","False","If the message:
	the message includes specific words in the subject or body 'Escalation' or 'Escalated Issue'
Take the following actions:
	pin the message
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","Auto-Move Quote Requests","True","2","2105789067563106305","True",,"RFQ",,,,"",,"False","False","False",,"","Request for Quote, rfq","","False","If the message:
	the message includes specific words in the subject or body 'Request for Quote' or 'rfq'
Take the following actions:
	move the message to folder 'RFQ'
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","Flag Discount Requests","True","3","2033731473525178369","True",,,,,,"Small players",,"False","False","False",,"","Discount, Negotiation","","False","If the message:
	the message includes specific words in the subject or body 'Discount' or 'Negotiation'
Take the following actions:
	apply the following category: ''Small players''
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","Team Update Organizer	","True","4","1961673879487250433","True",,,,,,"","High","False","False","False","""*@bonacu.onmicrosoft.co"" [SMTP:*@bonacu.onmicrosoft.co]","Sales","","","False","If the message:
	the message was received from '*@bonacu.onmicrosoft.co'
	and the message includes specific words in the subject 'Sales'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","ignore Marketing Blasts	","True","5","1889616285449322497","True",,"Junk Email",,,,"",,"False","False","False",,"Webinar, Special Offer","","","False","If the message:
	the message includes specific words in the subject 'Webinar' or 'Special Offer'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"mary.gonzalez@bonacu.onmicrosoft.com","Flag High-Value Deals","True","6","1817558691411394561","True",,,,,,"","High","False","False","False",,"","$100K+, Big Deal","","False","If the message:
	the message includes specific words in the subject or body '$100K+' or 'Big Deal'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"patriciad89@bonacu.onmicrosoft.com","Sensitive mails","True","1","13148259112108163073","True",,,,,,"Red category",,"False","False","False",,"","","","False","If the message:
	the message has ""Company Confidential"" sensitivity
Take the following actions:
	apply the following category: ''Red category''
	and stop processing more rules on this message
","False","None"
"patriciad89@bonacu.onmicrosoft.com","Me On The To","True","2","13076201518070235137","True",,,,,,"","High","False","False","False",,"","","","False","If the message:
	my name is in the To box
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"patriciad89@bonacu.onmicrosoft.com","Me On The CC","True","3","13004143924032307201","True",,,,,,"","Low","False","False","False",,"","","","False","If the message:
	my name is in the Cc box
Take the following actions:
	mark the message as Low importance
	and stop processing more rules on this message
","False","None"
"patriciad89@bonacu.onmicrosoft.com","Travel Confirmation Routing","True","4","12932086329994379265","True",,,,"""traveldesk@bonacu.onmicrosoft.com"" [SMTP:traveldesk@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"","","","False","If the message:
	the sender's address contains these words: 'travel' or 'subject ' or 'itinerary' or 'confirmation'
Take the following actions:
	forward the message to 'traveldesk@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Forward Invoices","True","1","13652662270373658625","True",,,,"""William Jackson"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=0f7204523c84455bb4111f614af6d18b-4305399d-d0] ""richardd16@bauscn.com"" [SMTP:richardd16@bauscn.com]",,"",,"False","False","False",,"","invoice","","False","If the message:
	the message includes specific words in the subject or body 'invoice'
Take the following actions:
	forward the message to 'William Jackson' and 'richardd16@bauscn.com'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Stop vendor spam","True","2","13076201518070235137","True",,"Junk Email",,,,"",,"False","False","False",,"","unsubscribe","","False","If the message:
	the message includes specific words in the subject or body 'unsubscribe'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Large Attachment Warning","True","3","13004143924032307201","True",,"Junk Email",,,,"",,"False","False","False",,"","","","False","If the message:
	the message is larger than 1 KB (1,024 bytes)
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Travel Reimbursements","True","4","12932086329994379265","True",,"Travel Rei",,,,"",,"False","False","False",,"Travel Reimbursement","","","False","If the message:
	the message includes specific words in the subject 'Travel Reimbursement'
Take the following actions:
	move the message to folder 'Travel Rei'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","PO Number Reference","True","5","12860028735956451329","True",,"PO",,"""purchase@bonacu.onmicrosoft.com"" [SMTP:purchase@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"","","PO#","False","If the message:
	the body of the message contains the words 'PO#'
Take the following actions:
	forward the message to 'purchase@bonacu.onmicrosoft.com'
	and move the message to folder 'PO'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Payment Approval","True","6","12787971141918523393","True",,,,"""approvals@bonacu.onmicrosoft.com"" [SMTP:approvals@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"Payment Approval","","","False","If the message:
	the message includes specific words in the subject 'Payment Approval'
Take the following actions:
	forward the message to 'approvals@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Purchasing","True","7","12715913547880595457","True",,"invoices",,,,"",,"False","False","False","""Sarah Garcia"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=6f9d88cd02fb428e9efa69ae8aba0656-4b3a70f3-d0] ""David Garcia"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=567a5a35e0484801829e8aaf7c4d5937-eaeb782e-de] ""Joseph Miller"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=cc509c5aa5984ac19392d1567398f77c-848f7e03-fd]","","payment, money, purchasing","","False","If the message:
	the message was received from 'Sarah Garcia' or 'David Garcia' or 'Joseph Miller'
	and the message includes specific words in the subject or body 'payment' or 'money' or 'purchasing'
Take the following actions:
	move the message to folder 'invoices'
	and stop processing more rules on this message
","False","None"
"richardd16@bonacu.onmicrosoft.com","Invoices","True","8","12643855953842667521","True",,"invoices",,,,"",,"False","False","False",,"","invoices","","False","If the message:
	the message includes specific words in the subject or body 'invoices'
Take the following actions:
	move the message to folder 'invoices'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Customer Feedback","True","1","2788284522225991681","True",,"Junk Email",,,,"",,"False","False","False",,"Feedback","","","False","If the message:
	the message includes specific words in the subject 'Feedback'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Forward Ad Spend Notifications","True","2","2716226928188063745","True",,,,"""Richard Davis"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4ed30b1cc8324be1b4453a190696bd31-49e252dc-c0]",,"",,"False","False","False",,"Ad Spend, Billing","","","False","If the message:
	the message includes specific words in the subject 'Ad Spend' or 'Billing'
Take the following actions:
	forward the message to 'Richard Davis'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Brand Alert Emails","True","3","2644169334150135809","True",,,,,,"","Low","False","False","False","""googlealerts-noreply@google.com"" [SMTP:googlealerts-noreply@google.com]","","","","False","If the message:
	the message was received from 'googlealerts-noreply@google.com'
Take the following actions:
	mark the message as Low importance
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com"," PR Opportunities","True","4","2572111740112207873","True",,,,,,"","High","False","False","False",,"","Interview Request, Press","","False","If the message:
	the message includes specific words in the subject or body 'Interview Request' or 'Press'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Forward from Agency","True","5","2500054146074279937","True",,,,,,"","High","False","False","False","""agency@WPP.com"" [SMTP:agency@WPP.com]","","","","False","If the message:
	the message was received from 'agency@WPP.com'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Campaign Reports","True","6","2427996552036352001","True",,"Campaign Reports",,,,"",,"False","False","False",,"Campaign Reports","","","False","If the message:
	the message includes specific words in the subject 'Campaign Reports'
Take the following actions:
	move the message to folder 'Campaign Reports'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Event Registrations","True","7","2355938957998424065","True",,,,"""events@bonacu.onmicrosoft.com"" [SMTP:events@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"Event Registrations","","","False","If the message:
	the message includes specific words in the subject 'Event Registrations'
Take the following actions:
	forward the message to 'events@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Newsletter Signups","True","8","2283881363960496129","True",,"Archive",,,,"",,"True","False","False",,"Newsletter Signups","","","False","If the message:
	the message includes specific words in the subject 'Newsletter Signups'
Take the following actions:
	mark the message as Read
	and move the message to folder 'Archive'
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Social Media Mentions","True","9","2211823769922568193","True",,,,,,"","Low","False","False","False",,"","mention","","False","If the message:
	the message includes specific words in the subject or body 'mention'
Take the following actions:
	mark the message as Low importance
	and stop processing more rules on this message
","False","None"
"richardw62@bonacu.onmicrosoft.com","Website Contact Leads","True","10","2139766175884640257","True",,,,,,"Leads",,"False","False","False","""contact@bonacu.onmicrosoft.com"" [SMTP:contact@bonacu.onmicrosoft.com]","","","","False","If the message:
	the message was received from 'contact@bonacu.onmicrosoft.com'
Take the following actions:
	apply the following category: ''Leads''
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","Apply Retention Label to Legal Docs","True","1","7346823451396538369","True",,,,,,"Retain 7 years",,"False","False","False",,"Legal","","","True","If the message:
	the message has an attachment
	and the message includes specific words in the subject 'Legal'
Take the following actions:
	apply the following category: ''Retain 7 years''
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","Categorize HR Complaints","True","2","7274765857358610433","True",,,,,,"HR Legal",,"False","False","False",,"Harassment, Discrimination, Hostile","","","False","If the message:
	the message includes specific words in the subject 'Harassment' or 'Discrimination' or 'Hostile'
Take the following actions:
	apply the following category: ''HR Legal''
	and stop processing more rules on this message
","False","None"
